Date,Bitcoin_Price,Gold_Price,Bitcoin_Normalized,Gold_Normalized
2016-10-14,634.02,119.36,268.6866974615417,105.5535903784931
2016-10-21,627.72,120.83,266.0168665508328,106.85355500530598
2016-10-28,685.0,121.58,290.2911387040726,107.51680226388399
2016-11-04,741.12,124.39,314.0738229435945,110.0017686593562
2016-11-11,714.48,117.1,302.78425223545366,103.55500530597807
2016-11-18,739.42,115.15,313.35339238038733,101.83056243367528
2016-11-25,735.64,112.61,311.75149383396194,99.58436505129113
2016-12-02,742.05,112.14,314.4679408399372,99.16873010258224
2016-12-09,767.28,110.4,325.15997796330043,97.62999646268129
2016-12-16,777.09,108.05,329.3172860956902,95.5518217191369
